博文内容,识别结果,id
",40923
2018年11月7日，还在上大学的我和两名女同学踏上了去香港的旅程。如果说台湾是我只身一人前往的第一个城市，那香港就是我出行打卡的第二座城市。下面，且听我娓娓道来。出发当天，因为动车票是在香港西九龙动车还没开通前买的，所以还是按计划从泉州搭乘动车G3001从泉州站出发深圳北，然后再搭乘地铁到福田口岸通关，一切都充满了新奇。到达香港后看到繁华的街道和高耸的建筑，跟小时候看过的港剧街道差不多，但居住的民宿容积很小。当天晚上到翠华吃了晚餐，第二天的早餐是在稻香。香港印象蛮多的，如在香港必去的中环和维多利亚港感受香港之夜；乘天星小轮的闲适，登太平山顶的远眺愿不再彷徨……有浅水湾的夕阳西下；也有时代广场、希慎广场、崇光百货的人潮汹涌；还有兰桂坊的特色风情；更有香港大学浓厚的学术氛围……香港同样是令人难忘的城市，还有些照片会在后续的推文中分享。#香港  #香港旅游  #香港旅遊  #香港旅游攻略  #香港美食探店  #香港美食攻略  #香港打卡,"|0|1|0|1|0|
",124639
给自己买点什么想个把月可能下不了手～小孩的一想到就买了…期待今天收到货，加钱买了挂绳和转接头，是和认识的专柜店员买，以前小天才都在中心城买，一用就五年～,"|0|0|0|0|0|
",113486
11.29日的航班：长春嘉龙机场飞深圳宝安机场，在我前一天和后一天走的朋友都被通知航班取消，我的在出发时候看还是正常的，且基本满仓，我觉得可以正常起飞，于是乎就出发去了机场，如果航班取消还是不要去机场停留，因为朋友说有长春行程码回深圳会被要求3（居家）+4（核酸检测）。到了机场后被告知这航线被要求需要#闭环转运 ，呵呵呵呵…6:30到达宝安机场，去如图地方选择自己所在的区，会和同一张表上的人一起被送到你所住区域的转运点（福田是福田汽车站）这期间搞了1.5小时…（要全满才能发车，少一个人都不能出发，期间大家都心情很不好很浮躁）20:15左右到达福田汽车站，需要等所在街道办来接人，一等又是一小时（福田汽车站就是室外等候，环境非常恶劣，说多都是泪，只能说我当时幸好是晚上没有那么热…[哭惹R]）21:30左右福田街道的车来了，然后上车（和快递被分敛一样）一道一道的转运… 之后看看先送谁回谁的小区。22:00左右到了我所在小区，等小区街道办的人员来签字（签收），然后点名下车，我因为没有长春行程码，只需要三天三检期间不聚集不去公共场所即可，然后和我一起下车的被赐一张封条，社区人员送回家贴上需要居家隔离[微笑R]最后进到自己家门的时候，已经22:30了，经历了4小时我这个快递终于被送到家了，都是泪…[哭惹R][哭惹R][哭惹R]万幸的是不需要被隔离，而且今天看北大湖被封了大家都在逃跑，唉～,"|0|0|0|1|1|
",124669
iPhone 14 promax 深圳:Apple/苹果 iPhone 14 Pro Max 紫 512G大陆国行，现货当时买了4台，有闲置10月1日可到货，出，面交@深圳红山,"|0|0|0|0|0|
",87185
无论雨点有多大，环境有多混乱，香港还是我的家，也有回家的时候。待雨点稍小时，我和老伴便来到同泰时代广场前的公车站，原先是打算乘m387路公车到宝安机场，再转乘地铁到福田口岸。但等了约十分钟仍未见有车，而338路往皇岗村北的却已是第二辆了，因此不再细想下登车，经一个多小时车程后来到皇岗村了。一直以来，皇岗村都只是来去匆匆，大多是过来吃饭，吃完后便乘地铁离开。由于今日的下车地点是在村的北面，距福民站还有近二十分钟步程，殊不知却让我们看到皇岗村优美的另一面，为行程划上完美的句号！#周末去哪儿  #深圳旅游攻略,"|0|0|0|0|0|
",86998
到了离别的时刻。听我碎碎念，表达一点心情吧。终于等到了出发的日期，一大早，他陪我去广州南站，到站核酸，深圳地铁五号线，二号线，接驳车直至港口。在港口二楼跟小伙伴汇合，排队值机托运行李，29号柜台扫码健康申报截图。处理完以上事务，我们三找了地方吃午饭，面条等待时间长，于是我们都选了米饭套餐 ，毕竟时间也不算宽裕。味道算可以，匆匆吃完，我们就下楼出关检票。我在入口，等他，他想起落在饭店的柠檬茶 跑回去拿。我想给他个拥抱，亲亲告别。他来了，我抱着他觉得不够，可是又不能不放手。检票时间快停了。人啊，总会慢慢爱上一个人，慢慢习惯有另一个人的存在。这些天，我一直忙着跟好友告别，而他，一直在我身后，忙碌他的工作，提醒我收拾东西 ，为拔牙后的我带吃的喝的……我们会再见的。出示健康申报截图，顺利进入出关队伍。队伍进展很慢，三个工作人员在引导和询问旅客，主要是关于去哪个国家、去做什么、自己一个人还是有同伴、有无签证、出示签证（主要是我的经历，我比较丝滑出关入关，小伙伴就被盘了挺久），接着排队到边检查验，前面小伙伴又被盘了好久[失望R]，下下个到我，因为速度太快，我甚至没反应过来。赶忙跑过去递上护照，问去哪里，有签证吗，出示签证，看完之后就让我走了，我还疑惑了问了可以走了吗，结果顺利进入到检票地点。船晚点，上船后半小时到香港码头。出仓，排队换登机牌，一直担心称重随身物品，但并未称重。随后入关，这里很搞笑，边检认真地看了我的护照和我，就放行了。等一会儿不见小伙伴，却听到边检喊我名字，原来我拿着小伙伴的护照入关了[笑哭R]换回来，入关，乘坐接驳地铁，到香港机场。国际机场内冷气很足，也很冷清。有些感慨，昔日的人潮川流不息的机场，因为一场疫情，沦落为仅开几家餐饮店的模样，令人唏嘘。那些奢侈品店一家都没开，那些店员，最后会去哪里呢？我和小伙伴在这偌大的机场逛了几层，索然无味地坐上接驳车前去登机口等待飞机启航。这种境况，又会持续多久呢？,"|0|1|0|1|0|
",591
那些年赶车的日常...:这个家已经三年没回了，真的好想好想回家！！不知道这次新年能不能行[哭惹R]#回家  #福建  #厦门,"|0|0|0|0|0|
",90714
8.8深圳湾香港全纪实(上):中午打车前往深圳湾口岸，附近正在修地铁，周围都是白色的围闭，所以下车后要留意指示标识进入口岸（图3）入口处需要用到第1个码——粤康码，进入长廊后左手边有海报指引申请海关旅客出入境健康申报“黑码”。留意一下，长廊左侧这个公共厕所是通关前唯一一个可以使用厕所的机会……通过长廊经过第一个安检进入口岸大厅，这里需要用到第2个码——出入境健康申报“黑码”，这个只有24h有效期，建议前往口岸当天申领，而我前一天早早申请好到这就失效了，傻得站在大厅里重新填报。进入办公区记得摘帽，一路都会有红外测温，在海关检疫口的机器刷“黑码”，人脸测温，会得到一张条形码，扔进后面大白人员身边的纸箱里现在，就正式来到中国海关窗口准备出关啦~将港澳通行证递给窗口内的海关小姐姐，被问及此次去香港做什么，如实回答“读书”即可。待收好证件，窗口工作人员会为你开启侧面的通道，出去第二次安检。此时就可以看到头顶上一路上的告示牌“往香港”&“To Hongkong”了。#深圳湾  #深圳湾口岸  #深圳湾过关  #香港过关  #香港的士  #香港留學中国香港,"|0|0|0|1|0|
",39127
9.11中午到达机场，只看了行程卡，做了核酸。15号口有网约车通道网约车直接导航到蛇口citigo酒店，下车在p1，进门看24h核酸。入口对面的楼背后就有做核酸的（有很大名字的楼背后）过了马路就到了[暗中观察R]下午四点多做的核酸第二天早上都出结果了。下午2：00的船票，11：30去托运口，土航托运人超级少，根本没排队，两个20.8kg丝滑送走[赞R][赞R]托运完到28号柜台填写健康信息，二维码进了边境口就要扫一下。香港机场：一路都有人员指引，先换登机牌，土航窗口是两位土耳其人[哭惹R][哭惹R][哭惹R]中英混杂一通交流，出示护照和托运行李单子。我带了一个胸包，背包和登机箱，箱子在家称是8kg多一点点，不太清楚是没称重还是没超重[汗颜R][汗颜R]但看到有人的登机箱被运走了，但应该是免费托运。背包全程没管，只贴了个标，get两程的机票[薯券R]。随后过安检，小刀和违禁物品一定要扔掉，工作人员会一个一个询问，同样丝滑通过[赞R][赞R]机场商店也开了几家，可以随意逛逛，座位都有充电口，USB和tapc都可以直接充，用充电头的话就需要转换头了[微笑R]登机口机票上有写，机场大屏上没显示。一路只用到了护照，其他文件都没有掏，把护照和托运给发的一堆纸纸条条随身放好，拿取方便。??????一定提前开好漫游，手机漫游也打开。如果到香港还没信号就重启一下手机，鼓捣了半天[捂脸R][捂脸R][捂脸R]还是用的机场WiFi，信号还不错[偷笑R]#深圳蛇口  #留学英国  #香港出行 #深圳南山蛇口CitiGO欢阁酒店  #深圳蛇口码头坐船到香港机场  #土耳其航空,"|0|0|0|1|0|
",125942
回港易，9.27还算丝滑过关。重点说一下我耽误时间的地方。敲黑板：本人带4岁儿子过关，我有香港身份证，儿子是通行证，广东省内核酸，我们是宝安机场下飞机时做的，大约6小时出的结果。提前弄好指尖服务黑码（图一），到达关口后现场扫个码，vx扫，然后就进入了关口，过机安检，然后就是出示指尖黑码，到香港这边了，在安检，然后需要出示荧光绿码，这是重点了（我之前头天晚上弄是粉码，到了现场咨询工作人员后说我扫的是之前老版本，然后让我从新扫图二，按要求填，就出了荧光绿，这里我耽误了时间，因为要填两人份，工作人员态度很好，普通话也不错，填完就人工过关了！,"|0|0|0|1|0|
",217668
下飞机以后深圳宝安机场内会给做核酸，全程都有查看健康码。登录微信粤康码，在深圳要看这个，打车出行司机也都要看这个。外省不用太担心，只要是绿码，一般不太仔细看下面那个同步的核酸结果。第二天到码头就要看了，只要前一晚在深圳做了核酸，第二天就会同步过来的。出了机场我打车到了订的酒店，我订的是南山区的如家酒店neo（海上世界蛇口大厦店），因为便宜哈哈哈哈。那儿离宝安机场40多分钟，离蛇口码头10几分钟，单人间168块，环境不错，虽然比较小但还挺温馨干净的。第二天早上有免费早餐（很一般…）到酒店的当晚我去了蛇口人民医院做核酸，去俄罗斯需要中英文的核酸纸质版报告。离酒店不远，打车5分钟左右。看到排长队不要被吓到，那大概率是黄码的人做免费核酸的，是绿码的话直接去对面路口检测点就好，可以现场按照指示牌预约，交13.7块钱。我做的时候人非常非常少~~不用担心来不及，到晚上十一点都可以做，我晚上9点多做的，第二天早上5点发的短信报告。还有，酒店前台可以帮忙免费打印报告哒~第二天不用跑出去了，多问问前台~其他的酒店我不清楚啦。不过酒店里的空调得自己调好，我一晚上要么冷要么热的，也可能是我自己兴奋，反正没咋睡好。船票是第二天下午2点，我提前十几天在微信公众号招商蛇口游轮母港订的，580块，蛇口码头到香港机场。不需要港澳通行证的哦。早上我7点起来，看了看粤康码已经同步了核酸结果，还有上微信小程序海关旅客指尖服务，填表出境申报。建议当天早晨填写，到了码头托运结束以后直接走安检，不用现场填，可以节省时间。要填船班次和座位号滴，记住或者写下来，退出重登太麻烦。弄完以后吃了饭打印了报告洗洗头，到11点半的时候叫车出发。一般滴滴打车就ok，让师傅开到地下停车场，然后坐扶梯上去~不用担心会晕头转向，入口只有那儿，而且指示牌很多滴！一定一定要提前2个小时去，我12点到蛇口，时间刚刚卡上，还有点迟了。托运行李的环节非常非常慢，半个多小时走一两个的那种…#深圳蛇口  #深圳蛇口码头坐船到香港机场,"|0|1|0|1|0|
